type,id,lat,lon,date,time,severity,description,category,dayOfWeek,weather,roadType,speedLimit,intersection,lightCondition,address,source
ACCIDENT,REAL_ACC_1758174051924_4425,26.45927,-80.092838,2025-03-01,23:04,0.39,Pedestrian Accident,pedestrian,Friday,Cloudy,Arterial,40,TRUE,Dusk,2476 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3795,26.480129,-80.055501,2025-03-01,22:31,0.6,assault crime,assault,Sunday,,,,,,1806 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3603,26.476758,-80.087107,2025-03-01,21:30,0.27,assault crime,assault,Tuesday,,,,,,3579 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057427_1693,26.449225,-80.097789,2025-03-01,21:07,0.55,vandalism crime,vandalism,Saturday,,,,,,7367 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051902_250,26.460816,-80.071788,2025-03-01,20:37,0.59,Accident,vehicle,Monday,Cloudy,Residential,50,FALSE,Dark,1801 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057419_440,26.456242,-80.094842,2025-03-01,18:39,0.32,other crime,other,Monday,,,,,,272 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057420_687,26.470791,-80.069677,2025-03-01,18:30,0.99,assault crime,assault,Wednesday,,,,,,7309 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4104,26.474356,-80.079498,2025-03-01,18:23,0.72,Accident,vehicle,Sunday,Cloudy,Arterial,25,TRUE,Dusk,1861 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2353,26.470436,-80.098218,2025-03-01,18:09,0.56,Accident,vehicle,Saturday,Fog,State Highway,50,FALSE,Dark,3110 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2496,26.449274,-80.050651,2025-03-01,17:22,0.32,Accident,vehicle,Sunday,Fog,Arterial,45,FALSE,Dawn,2187 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2479,26.466564,-80.074231,2025-03-01,15:41,0.81,vandalism crime,vandalism,Sunday,,,,,,9756 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2359,26.451854,-80.082648,2025-03-01,14:57,0.74,Accident,vehicle,Monday,Cloudy,Arterial,50,TRUE,Dawn,3402 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4639,26.469574,-80.07114,2025-03-01,14:18,0.64,robbery crime,robbery,Monday,,,,,,843 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051901_179,26.45162,-80.085714,2025-03-01,12:47,0.7,Accident,vehicle,Friday,Rain,City Street,25,TRUE,Dusk,4582 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_609,26.458761,-80.06918,2025-03-01,12:27,0.66,burglary crime,burglary,Sunday,,,,,,6996 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051910_1385,26.438913,-80.081191,2025-03-01,12:16,0.41,Bicycle Accident,bicycle,Sunday,Rain,Residential,50,TRUE,Dusk,1293 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3033,26.442365,-80.061565,2025-03-01,12:02,0.52,Accident,vehicle,Wednesday,Rain,Residential,25,TRUE,Dark,7605 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4250,26.436208,-80.063059,2025-03-01,11:15,0.5,Accident,vehicle,Thursday,Clear,Residential,30,FALSE,Dawn,6331 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2501,26.482169,-80.061957,2025-03-01,11:11,0.92,vandalism crime,vandalism,Tuesday,,,,,,5009 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051900_25,26.464712,-80.044095,2025-03-01,10:47,0.91,Accident,vehicle,Tuesday,Fog,Residential,30,FALSE,Daylight,5741 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4480,26.473653,-80.059981,2025-03-01,09:55,0.39,assault crime,assault,Friday,,,,,,2576 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3798,26.485443,-80.082074,2025-03-01,09:14,0.76,vandalism crime,vandalism,Monday,,,,,,2294 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2059,26.435405,-80.080034,2025-03-01,08:32,0.88,Bicycle Accident,bicycle,Friday,Clear,Arterial,45,TRUE,Daylight,1685 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3738,26.458095,-80.081151,2025-03-01,08:31,0.82,theft crime,theft,Saturday,,,,,,9306 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051910_1333,26.463686,-80.096208,2025-03-01,08:00,0.34,Pedestrian Accident,pedestrian,Saturday,Rain,City Street,50,TRUE,Dawn,7210 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4300,26.436028,-80.081203,2025-03-01,07:40,0.98,Accident,vehicle,Wednesday,Clear,Arterial,50,FALSE,Dark,1391 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_2107,26.44426,-80.065336,2025-03-01,04:32,0.74,Accident,vehicle,Sunday,Cloudy,Arterial,45,FALSE,Dusk,2138 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3134,26.472081,-80.085351,2025-03-01,04:27,0.66,vandalism crime,vandalism,Tuesday,,,,,,422 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057425_1329,26.476878,-80.097305,2025-03-01,03:40,0.62,burglary crime,burglary,Thursday,,,,,,7273 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_2924,26.467499,-80.053227,2025-03-01,02:45,0.69,Accident,vehicle,Friday,Rain,Arterial,40,FALSE,Dusk,4435 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057437_4025,26.458124,-80.071384,2025-03-01,02:42,0.6,theft crime,theft,Saturday,,,,,,4269 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4899,26.459026,-80.076593,2025-03-01,01:05,0.78,Accident,vehicle,Monday,Rain,City Street,50,TRUE,Dawn,1562 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051925_4952,26.453004,-80.068479,2025-03-01,00:59,0.71,Accident,vehicle,Friday,Fog,State Highway,25,TRUE,Daylight,6212 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057437_3988,26.450098,-80.052121,2025-03-01,00:12,0.5,burglary crime,burglary,Thursday,,,,,,8675 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2278,26.43584,-80.068349,2025-03-01,00:11,0.74,Pedestrian Accident,pedestrian,Sunday,Cloudy,City Street,25,FALSE,Dawn,5022 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057426_1447,26.465152,-80.04834,2025-02-28,23:03,0.45,assault crime,assault,Tuesday,,,,,,8407 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057431_2630,26.45444,-80.063634,2025-02-28,22:11,0.77,vandalism crime,vandalism,Sunday,,,,,,7905 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4698,26.449726,-80.046921,2025-02-28,21:22,0.33,Accident,vehicle,Wednesday,Fog,Residential,40,FALSE,Dawn,2384 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3780,26.450152,-80.072262,2025-02-28,20:59,0.35,assault crime,assault,Friday,,,,,,9383 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3328,26.45017,-80.048413,2025-02-28,20:48,0.81,Accident,vehicle,Thursday,Clear,Residential,50,TRUE,Dark,6947 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4702,26.441702,-80.067816,2025-02-28,20:04,0.62,theft crime,theft,Monday,,,,,,8178 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057437_4186,26.455104,-80.083798,2025-02-28,18:16,0.26,theft crime,theft,Sunday,,,,,,8875 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3213,26.458149,-80.087504,2025-02-28,17:33,0.38,theft crime,theft,Saturday,,,,,,1154 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057436_3870,26.442865,-80.083245,2025-02-28,16:34,0.8,assault crime,assault,Tuesday,,,,,,4852 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057427_1714,26.438964,-80.066913,2025-02-28,15:58,0.38,theft crime,theft,Saturday,,,,,,9547 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4851,26.443373,-80.050925,2025-02-28,15:19,0.61,Accident,vehicle,Friday,Clear,City Street,50,FALSE,Dawn,4669 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2474,26.456562,-80.05552,2025-02-28,14:24,0.71,Accident,vehicle,Monday,Rain,State Highway,35,FALSE,Daylight,8338 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057419_381,26.480038,-80.092654,2025-02-28,13:48,0.96,assault crime,assault,Sunday,,,,,,7710 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057423_942,26.469696,-80.072749,2025-02-28,13:44,0.47,assault crime,assault,Friday,,,,,,1916 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2474,26.448152,-80.053125,2025-02-28,13:38,0.76,burglary crime,burglary,Sunday,,,,,,709 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4505,26.46054,-80.098425,2025-02-28,12:19,0.58,Pedestrian Accident,pedestrian,Saturday,Clear,City Street,25,FALSE,Dawn,2746 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057437_4005,26.469585,-80.061187,2025-02-28,12:09,0.68,theft crime,theft,Friday,,,,,,6885 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057419_413,26.43984,-80.08467,2025-02-28,10:48,0.43,other crime,other,Thursday,,,,,,7111 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057437_4207,26.467997,-80.045141,2025-02-28,10:44,0.32,other crime,other,Friday,,,,,,4537 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1892,26.443243,-80.074675,2025-02-28,10:31,0.69,Accident,vehicle,Saturday,Clear,State Highway,35,FALSE,Daylight,2638 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4266,26.446778,-80.065188,2025-02-28,10:21,0.64,theft crime,theft,Wednesday,,,,,,4817 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3677,26.45356,-80.068961,2025-02-28,09:04,0.37,Accident,vehicle,Monday,Rain,State Highway,35,FALSE,Daylight,8039 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1576,26.485841,-80.071437,2025-02-28,08:42,0.58,Accident,vehicle,Friday,Cloudy,State Highway,50,TRUE,Dark,2392 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2403,26.451671,-80.069556,2025-02-28,07:58,0.33,other crime,other,Friday,,,,,,8000 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057420_564,26.462396,-80.080255,2025-02-28,05:28,0.55,assault crime,assault,Tuesday,,,,,,9070 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3124,26.453036,-80.081675,2025-02-28,04:02,0.94,other crime,other,Monday,,,,,,1742 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3484,26.467865,-80.059529,2025-02-28,03:32,0.35,Accident,vehicle,Tuesday,Cloudy,City Street,35,TRUE,Dusk,4399 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2713,26.459257,-80.075614,2025-02-28,03:25,0.61,robbery crime,robbery,Wednesday,,,,,,1765 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1854,26.47309,-80.09769,2025-02-28,03:23,0.32,Accident,vehicle,Tuesday,Clear,Arterial,40,TRUE,Dusk,4309 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051905_717,26.462744,-80.080889,2025-02-28,03:13,0.34,Accident,vehicle,Monday,Fog,Residential,30,TRUE,Dusk,3549 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1194,26.472235,-80.049792,2025-02-28,01:24,0.51,assault crime,assault,Sunday,,,,,,7621 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3178,26.439265,-80.086035,2025-02-28,00:38,0.59,Accident,vehicle,Sunday,Fog,Arterial,25,FALSE,Dusk,9814 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057426_1594,26.473086,-80.066792,2025-02-28,00:17,0.25,robbery crime,robbery,Monday,,,,,,3626 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1751,26.459645,-80.074109,2025-02-27,23:35,0.73,Accident,vehicle,Saturday,Rain,City Street,35,FALSE,Daylight,3657 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057423_972,26.464242,-80.095228,2025-02-27,20:15,0.83,other crime,other,Saturday,,,,,,9727 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2756,26.456662,-80.078474,2025-02-27,18:29,0.55,assault crime,assault,Thursday,,,,,,9954 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057437_4190,26.467394,-80.062009,2025-02-27,17:52,0.24,other crime,other,Wednesday,,,,,,7816 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2099,26.473664,-80.099621,2025-02-27,15:48,0.5,Accident,vehicle,Tuesday,Rain,Residential,35,FALSE,Dusk,3889 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057416_123,26.474446,-80.094498,2025-02-27,15:08,0.49,theft crime,theft,Tuesday,,,,,,9041 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051915_2273,26.459056,-80.098487,2025-02-27,14:58,0.84,Accident,vehicle,Tuesday,Clear,Arterial,30,FALSE,Dusk,1125 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3337,26.45159,-80.086281,2025-02-27,14:55,0.7,Accident,vehicle,Friday,Fog,Arterial,45,FALSE,Dawn,9582 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051909_1285,26.475634,-80.094964,2025-02-27,14:34,0.67,Pedestrian Accident,pedestrian,Saturday,Clear,State Highway,30,FALSE,Dawn,3651 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051905_718,26.476538,-80.056748,2025-02-27,13:23,0.71,Accident,vehicle,Saturday,Clear,Residential,35,FALSE,Dawn,2014 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4126,26.460134,-80.094627,2025-02-27,11:25,0.47,Accident,vehicle,Wednesday,Fog,State Highway,25,TRUE,Daylight,1974 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1162,26.45304,-80.064368,2025-02-27,11:18,0.38,robbery crime,robbery,Thursday,,,,,,6965 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057436_3915,26.462021,-80.050917,2025-02-27,10:06,0.41,theft crime,theft,Wednesday,,,,,,3581 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4915,26.440134,-80.058206,2025-02-27,06:14,0.77,theft crime,theft,Monday,,,,,,9653 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3268,26.453861,-80.087819,2025-02-27,05:54,0.76,robbery crime,robbery,Thursday,,,,,,8611 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2089,26.462954,-80.090262,2025-02-27,02:56,0.23,theft crime,theft,Monday,,,,,,5270 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4532,26.443354,-80.061775,2025-02-27,00:52,0.32,other crime,other,Thursday,,,,,,3291 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057415_18,26.443905,-80.075249,2025-02-27,00:48,0.43,vandalism crime,vandalism,Sunday,,,,,,3215 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_2891,26.458723,-80.046907,2025-02-27,00:20,0.65,Accident,vehicle,Sunday,Rain,State Highway,45,FALSE,Dark,1393 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3369,26.457633,-80.090627,2025-02-26,23:54,0.88,Pedestrian Accident,pedestrian,Wednesday,Clear,State Highway,45,FALSE,Dawn,2568 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057419_435,26.471345,-80.086146,2025-02-26,22:50,0.4,robbery crime,robbery,Wednesday,,,,,,755 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2939,26.47023,-80.079263,2025-02-26,21:30,0.62,theft crime,theft,Tuesday,,,,,,1699 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057425_1361,26.478755,-80.066301,2025-02-26,18:26,0.72,assault crime,assault,Friday,,,,,,794 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3752,26.473663,-80.068697,2025-02-26,18:22,0.54,theft crime,theft,Friday,,,,,,1120 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4086,26.48271,-80.068952,2025-02-26,17:22,0.68,Pedestrian Accident,pedestrian,Wednesday,Rain,State Highway,50,FALSE,Dark,2325 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051922_4036,26.453603,-80.062219,2025-02-26,17:09,0.31,Accident,vehicle,Wednesday,Clear,State Highway,35,FALSE,Daylight,3093 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051911_1459,26.464954,-80.046846,2025-02-26,15:29,0.94,Pedestrian Accident,pedestrian,Thursday,Rain,State Highway,30,FALSE,Dark,7162 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4485,26.482269,-80.065336,2025-02-26,15:13,0.66,Accident,vehicle,Sunday,Rain,State Highway,40,FALSE,Dusk,3023 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051901_92,26.467706,-80.101116,2025-02-26,14:46,0.52,Bicycle Accident,bicycle,Sunday,Cloudy,Arterial,50,TRUE,Dark,5572 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051913_1932,26.451357,-80.08144,2025-02-26,13:07,0.57,Pedestrian Accident,pedestrian,Sunday,Clear,State Highway,45,TRUE,Dawn,874 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057416_55,26.458915,-80.076783,2025-02-26,13:06,0.37,burglary crime,burglary,Friday,,,,,,827 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_843,26.460585,-80.068133,2025-02-26,11:30,0.9,Accident,vehicle,Thursday,Fog,Residential,25,TRUE,Dawn,7294 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3457,26.478818,-80.079787,2025-02-26,11:16,0.95,theft crime,theft,Friday,,,,,,6746 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_2931,26.43761,-80.080498,2025-02-26,11:07,0.96,Pedestrian Accident,pedestrian,Wednesday,Rain,Arterial,35,TRUE,Daylight,4302 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051902_218,26.456868,-80.081367,2025-02-26,10:49,0.62,Accident,vehicle,Friday,Clear,City Street,35,TRUE,Dawn,2511 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3534,26.467657,-80.054488,2025-02-26,09:59,0.85,Accident,vehicle,Saturday,Rain,Arterial,35,FALSE,Dusk,4440 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057428_1794,26.441458,-80.091339,2025-02-26,09:40,0.52,burglary crime,burglary,Thursday,,,,,,6754 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2854,26.476458,-80.063839,2025-02-26,08:56,0.68,vandalism crime,vandalism,Thursday,,,,,,5419 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057429_1981,26.454357,-80.071116,2025-02-26,08:52,0.38,theft crime,theft,Tuesday,,,,,,5762 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051904_485,26.441004,-80.092265,2025-02-26,08:46,0.82,Accident,vehicle,Tuesday,Cloudy,State Highway,35,FALSE,Dawn,7828 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4655,26.481455,-80.08926,2025-02-26,07:10,0.62,Accident,vehicle,Saturday,Fog,Arterial,25,FALSE,Dusk,2732 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3702,26.46254,-80.059259,2025-02-26,06:37,0.39,Accident,vehicle,Sunday,Cloudy,State Highway,40,FALSE,Daylight,9216 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_1980,26.44145,-80.074887,2025-02-26,04:13,0.73,Accident,vehicle,Friday,Clear,Residential,35,TRUE,Dark,5219 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_626,26.450843,-80.058523,2025-02-26,03:37,0.33,vandalism crime,vandalism,Friday,,,,,,7597 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051905_713,26.475006,-80.080845,2025-02-26,01:37,0.55,Accident,vehicle,Friday,Clear,Arterial,30,FALSE,Dark,5132 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3046,26.470969,-80.086873,2025-02-26,00:07,0.59,assault crime,assault,Sunday,,,,,,7042 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_751,26.474645,-80.082573,2025-02-25,23:07,0.39,Accident,vehicle,Sunday,Fog,City Street,50,FALSE,Dawn,632 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3665,26.480766,-80.078868,2025-02-25,22:55,0.43,Accident,vehicle,Wednesday,Cloudy,Arterial,45,FALSE,Dark,4337 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2475,26.459195,-80.055242,2025-02-25,21:58,0.68,Accident,vehicle,Sunday,Fog,City Street,40,TRUE,Dawn,8897 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_2063,26.445981,-80.073075,2025-02-25,21:14,0.95,Accident,vehicle,Wednesday,Fog,Residential,45,TRUE,Dark,2110 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3567,26.480374,-80.094129,2025-02-25,21:13,0.92,theft crime,theft,Sunday,,,,,,9156 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1555,26.456539,-80.065129,2025-02-25,20:55,0.52,assault crime,assault,Wednesday,,,,,,777 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2642,26.482116,-80.057943,2025-02-25,20:34,0.64,Accident,vehicle,Sunday,Rain,State Highway,40,FALSE,Daylight,1234 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057425_1263,26.44467,-80.053172,2025-02-25,19:12,0.52,robbery crime,robbery,Monday,,,,,,5119 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4686,26.449885,-80.083539,2025-02-25,18:32,0.36,Accident,vehicle,Tuesday,Clear,Residential,45,FALSE,Dawn,1138 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3054,26.449239,-80.056842,2025-02-25,18:09,0.63,Accident,vehicle,Wednesday,Clear,Arterial,40,FALSE,Dark,5086 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4745,26.487439,-80.080072,2025-02-25,17:46,0.54,Pedestrian Accident,pedestrian,Sunday,Fog,Residential,25,FALSE,Dawn,1757 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057423_1039,26.472827,-80.053845,2025-02-25,16:03,0.51,other crime,other,Wednesday,,,,,,69 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057427_1667,26.461479,-80.07783,2025-02-25,15:37,0.9,assault crime,assault,Sunday,,,,,,8573 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_785,26.460716,-80.069566,2025-02-25,14:27,0.54,Accident,vehicle,Saturday,Clear,City Street,50,FALSE,Dusk,7436 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_557,26.467442,-80.067456,2025-02-25,14:17,0.3,vandalism crime,vandalism,Friday,,,,,,5663 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2279,26.449023,-80.046178,2025-02-25,12:34,0.83,robbery crime,robbery,Saturday,,,,,,6287 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051903_346,26.453073,-80.06289,2025-02-25,12:05,0.63,Accident,vehicle,Tuesday,Fog,City Street,30,TRUE,Dawn,3665 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1123,26.457491,-80.098098,2025-02-25,11:45,0.42,theft crime,theft,Wednesday,,,,,,4242 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2451,26.469158,-80.070013,2025-02-25,11:09,0.9,theft crime,theft,Monday,,,,,,1251 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4929,26.463222,-80.066819,2025-02-25,10:42,0.9,Accident,vehicle,Tuesday,Rain,Residential,25,FALSE,Dark,638 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2336,26.481183,-80.059901,2025-02-25,10:28,0.91,Bicycle Accident,bicycle,Monday,Rain,City Street,40,FALSE,Dusk,9528 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3066,26.448992,-80.066315,2025-02-25,09:42,0.95,robbery crime,robbery,Wednesday,,,,,,3166 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2525,26.4511,-80.050218,2025-02-25,09:38,0.45,Accident,vehicle,Friday,Rain,Residential,45,FALSE,Daylight,3942 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4780,26.470464,-80.095352,2025-02-25,09:28,0.98,burglary crime,burglary,Friday,,,,,,4730 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057431_2547,26.46852,-80.096991,2025-02-25,09:25,0.42,assault crime,assault,Monday,,,,,,549 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051911_1475,26.470149,-80.068203,2025-02-25,08:35,0.97,Accident,vehicle,Monday,Clear,Residential,35,FALSE,Daylight,4624 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3563,26.467284,-80.088697,2025-02-25,03:22,0.74,other crime,other,Wednesday,,,,,,3950 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3672,26.453427,-80.072847,2025-02-25,03:20,0.44,burglary crime,burglary,Monday,,,,,,9799 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051902_260,26.4733,-80.07573,2025-02-25,02:58,0.84,Accident,vehicle,Sunday,Cloudy,State Highway,45,FALSE,Daylight,6269 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051909_1293,26.449891,-80.090859,2025-02-25,00:45,0.76,Accident,vehicle,Sunday,Fog,Residential,35,FALSE,Dusk,7450 Yamato Rd,FDOT_REAL
